museum,sightseeing,sights,tourguide,landmark,historicplace,historic,attraction,activities,commercialplace,shopping,mall,liquor,sports,stadium,field,events,cricket,temple,professionalservices,church,restaurant,breakfast,capitol,transport,bus,coffee,tea,metro,metrostation,luxurybybrand,busstation,health&medical,building,latte,bar,brewery,pub,garden
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
