church,sightseeing,landmark,temple,tourguide,sights,historicplace,historic,restaurant,museum,attraction,activities,shopping,professionalservices,commercialplace,transport,bus,gift,sports,gym,education,train,bridge,marina,building,events,harbor,hiking,park,parking,castle,souvenir,rental,skating,activelife,beauty&spas,artgallerie,garden,metro,schools,cheap,library,outdoorplace,bike,fairground,fastfood,breakfast,trainstation,bar,latte,theater,musicvenue
3,10,8,3,10,10,7,7,10,8,10,10,9,8,10,7,6,6,3,1,2,2,1,1,2,7,1,2,3,1,1,3,2,2,1,2,4,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1
