sightseeing,sights,museum,landmark,tourguide,restaurant,attraction,activities,commercialplace,shopping,souvenir,events,theater,musicvenue,church,temple,historicplace,professionalservices,latte,artgallerie,park,club,bar,nightclub,harbor,marina,parking,library,historic,castle,transport,hiking,beauty&spas,garden,train,trainstation,bus,taxi,schools,fountain,publicplace,sports,statue
10,5,3,6,8,3,8,8,10,3,1,1,1,2,1,1,2,3,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
