park,sightseeing,tourguide,landmark,sights,attraction,activities,commercialplace,sports,theater,shopping,restaurant,outdoorplace,beauty&spas,hiking,museum,artgallerie,historicplace,historic,professionalservices,fastfood,taco,cheap,barbecue,transport,patio,garden,seafood,steakhouse,bar,banquethalls,events,food,kids,chocolate,musicvenue,gift,bakery,club,grills,vegetarian,health&medical,supermarket,market,pharmacy,thai
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
