church,sightseeing,restaurant,tourguide,sights,temple,landmark,historicplace,historic,attraction,activities,professionalservices,sports,bike,rental,commercialplace,outdoorplace,park,garden,hiking,beauty&spas,theater,nature,museum,artgallerie,transport,shopping,square,parking,bus,events,operahouse,schools,musicvenue,bar,publicplace,tea,bakery,health&medical,mall,clothing,fashion,taxi,liquor
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
