restaurant,fastfood,grills,sightseeing,bar,events,club,professionalservices,shopping,transport,patio,garden,commercialplace,museum,tourguide,sights,attraction,aquarium,fairground,activities,nightlife,outdoorplace,steakhouse,landmark,historicplace,artgallerie,theater,lake,latte,nature,musicvenue,historic,street,beauty&spas,park,seafood,education,sports,parking,picnic,trail,sandwich,coffee,breakfast,bakery,icecream
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
