church,sightseeing,temple,restaurant,tourguide,landmark,sights,attraction,commercialplace,activities,professionalservices,museum,historicplace,historic,pharmacy,square,transport,train,shopping,capitol,hiking,sports,bike,rental,events,musicvenue,taxi,bus,fastfood,pizza,statue,mall,parking,street,metro,metrostation,busstop,regionalcuisine,bar,patio,garden
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
