restaurant,seafood,grills,breakfast,bar,sightseeing,nightlife,club,commercialplace,pub,luxurybybrand,museum,artgallerie,historicplace,sights,historic,landmark,shopping,gift,square,attraction,professionalservices,parking,latte,activities,cine,bakery,tourguide,icecream,fastfood,coffee,tea,liquor,garden,gastropub,transport
10,2,2,4,7,10,2,3,10,2,1,2,1,2,3,2,2,3,1,1,3,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1
