museum,sightseeing,sights,tourguide,landmark,historicplace,historic,attraction,activities,commercialplace,shopping,mall,liquor,sports,stadium,field,events,cricket,temple,professionalservices,church,restaurant,breakfast,capitol,transport,bus,coffee,tea,metro,metrostation,luxurybybrand,busstation,health&medical,building,latte,bar,brewery,pub,garden,souvenir,theater,musicvenue,artgallerie,park,club,nightclub,harbor,marina,parking,library,castle,hiking,beauty&spas,train,trainstation,taxi,schools,fountain,publicplace,statue,pharmacy,square,bike,rental,fastfood,pizza,street,busstop,regionalcuisine,patio,outdoorplace,taco,cheap,barbecue,seafood,steakhouse,banquethalls,food,kids,chocolate,gift,bakery,grills,vegetarian,supermarket,market,thai,gym,education,bridge,skating,activelife,fairground,nightlife,cine,icecream,gastropub,nature,operahouse,clothing,fashion,aquarium,lake,picnic,trail,sandwich
2,10,4,3,3,2,1,4,4,9,5,1,1,1,1,1,5,1,2,4,2,10,1,1,5,1,1,1,1,1,1,1,1,2,1,5,2,2,4,3,1,1,1,2,1,1,1,1,1,3,1,3,2,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
